benchmark,replacement_policy,l2_size_kb,l2_assoc,l2_block_b,ipc_reported,ipc_computed,l2_total_mpki,l2_total_miss_rate,l1_total_mpki,l1_total_miss_rate,total_instructions,total_cycles,l1_size_kb,l1_assoc,l1_block_b,l1_latency,l2_latency,mem_latency,l1_total_accesses,l1_total_hits,l1_total_misses,l2_total_accesses,l2_total_hits,l2_total_misses,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_from_file,l2_assoc_from_file,l2_block_b_from_file,policy_printed_l1,policy_printed_l2,file,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
444.namd,LRU,1024,16,256,0.716889,0.7168893789237779,0.03213318814433141,0.0033172483725845514,9.686699497660957,0.03321666004105864,60533956085,84439744631,32,4,32,1,10,200,17653016326,17066642084,586374242,586374242,584429093,1945149,1945149,0.03213318814433141,13926612668,13365677803,560934865,0.040277910958843074,9.266449795753505,3726403658,3700964281,25439377,0.006826790475418753,0.42024970190745137,560934865,559427872,1506993,0.002686573957209809,0.024895002697063524,25439377,25001221,438156,0.017223534994587328,0.007238185447267881,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,95.97,4.03,100.0,99.32,0.68,100.0,96.68,3.32,100.0,99.73,0.27,100.0,98.28,1.72,100.0,99.67,0.33
444.namd,LRU,2048,16,256,0.717524,0.7175237623605489,0.025760435003666694,0.0026582291076146093,9.690825719225947,0.03323080886240176,60533954484,84365086788,32,4,32,1,10,200,17653016074,17066392071,586624003,586624003,585064622,1559381,1559381,0.025760435003666694,13926612416,13366052856,560559560,0.040250962923042546,9.260250131984423,3726403658,3700339215,26064443,0.006994530220590504,0.4305755872415242,560559560,559435279,1124281,0.0020056405781394577,0.018572733428429227,26064443,25629343,435100,0.016693239905414436,0.007187701575237468,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_LRU_2048_16_256.out,100.0,95.97,4.03,100.0,99.3,0.7,100.0,96.68,3.32,100.0,99.8,0.2,100.0,98.33,1.67,100.0,99.73,0.27
444.namd,MRU,512,16,256,0.308135,0.308135037443294,7.672362016013374,0.1830080707166249,41.92362656996415,0.1437603035534775,60533957213,196452690727,32,4,32,1,10,200,17653016544,15115213527,2537803017,2537803017,2073364583,464438434,464438434,7.672362016013374,13926612886,11475689955,2450922931,0.17598844392837532,40.48839765052814,3726403658,3639523572,86880086,0.02331472754259517,1.4352289194360157,2450922931,2007518020,443404911,0.1809134450503046,7.324895503523704,86880086,65846563,21033523,0.24209832158775718,0.3474665124896698,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,82.4,17.6,100.0,97.67,2.33,100.0,85.62,14.38,100.0,81.91,18.09,100.0,75.79,24.21,100.0,81.7,18.3
444.namd,MRU,1024,8,256,0.46606,0.46605952088939506,2.303779930844567,0.05857996238395897,39.32709815934286,0.13485654631694832,60533955146,129884601500,32,4,32,1,10,200,17653016194,15272391398,2380624796,2380624796,2241167885,139456911,139456911,2.303779930844567,13926612536,11616558094,2310054442,0.16587339067763665,38.16130032191767,3726403658,3655833304,70570354,0.01893792526971591,1.1657978374251858,2310054442,2176725534,133328908,0.057716781724229164,2.2025474409928787,70570354,64442351,6128003,0.0868353728252518,0.1012324898516883,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,83.41,16.59,100.0,98.11,1.89,100.0,86.51,13.49,100.0,94.23,5.77,100.0,91.32,8.68,100.0,94.14,5.86
444.namd,MRU,1024,16,256,0.402477,0.4024768534850624,3.95085908473261,0.09807967392852894,40.28213926987173,0.1381314770676167,60533954482,150403567206,32,4,32,1,10,200,17653016074,15214578889,2438437185,2438437185,2199276061,239161124,239161124,3.95085908473261,13926612416,11567095885,2359516531,0.1694250159708042,38.978397350558204,3726403658,3647483004,78920654,0.021178772146857955,1.3037419193135211,2359516531,2130976476,228540055,0.09685884883507943,3.775402696811378,78920654,68299585,10621069,0.13457907989459894,0.17545638792123214,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,83.06,16.94,100.0,97.88,2.12,100.0,86.19,13.81,100.0,90.31,9.69,100.0,86.54,13.46,100.0,90.19,9.81
444.namd,MRU,2048,16,256,0.479184,0.4791844904556027,2.004547840545887,0.05083200183599628,39.43476094082099,0.13522573443839078,60533956110,126327035444,32,4,32,1,10,200,17653016254,15265874166,2387142088,2387142088,2265798877,121343211,121343211,2.004547840545887,13926612596,11612990960,2313621636,0.16612953222124655,38.22022852423151,3726403658,3652883206,73520452,0.01972959956771275,1.2145324165894829,2313621636,2197500265,116121371,0.05019030302671322,1.9182848513814075,73520452,68298612,5221840,0.0710256786778188,0.08626298916447937,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,83.39,16.61,100.0,98.03,1.97,100.0,86.48,13.52,100.0,94.98,5.02,100.0,92.9,7.1,100.0,94.92,5.08
444.namd,Random,512,16,256,0.311235,0.3112351255912072,7.519294214791805,0.18009233145756068,41.75243972874964,0.14317328901064677,60533958241,194495907639,32,4,32,1,10,200,17653016568,15125576125,2527440443,2527440443,2072267801,455172642,455172642,7.519294214791805,13926612910,11482372558,2444240352,0.1755086012511279,40.378003075049236,3726403658,3643203567,83200091,0.022327181549798705,1.3744366537004034,2444240352,2007885523,436354829,0.17852369904741675,7.208430469105758,83200091,64382278,18817813,0.22617538963989836,0.3108637456860468,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,82.45,17.55,100.0,97.77,2.23,100.0,85.68,14.32,100.0,82.15,17.85,100.0,77.38,22.62,100.0,81.99,18.01
444.namd,Random,1024,8,256,0.471271,0.4712709132391513,2.1883308987240366,0.05573464672189355,39.26338511919592,0.13463806987751498,60533957217,128448320311,32,4,32,1,10,200,17653016544,15276248469,2376768075,2376768075,2244299746,132468329,132468329,2.1883308987240366,13926612886,11626437668,2300175218,0.16516400914053525,37.998097658714315,3726403658,3649810801,76592857,0.02055409559175567,1.2652874604816042,2300175218,2174421575,125753643,0.05467133199936945,2.077406612444033,76592857,69878171,6714686,0.08766726119121003,0.11092428628000363,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,83.48,16.52,100.0,97.94,2.06,100.0,86.54,13.46,100.0,94.53,5.47,100.0,91.23,8.77,100.0,94.43,5.57
444.namd,Random,1024,16,256,0.409192,0.4091915607907753,3.734082346371378,0.09210746095084071,40.54049810757807,0.13901741789473962,60533957217,147935497741,32,4,32,1,10,200,17653016544,15198939766,2454076778,2454076778,2228037997,226038781,226038781,3.734082346371378,13926612886,11551560747,2375052139,0.17054054409651664,39.23503845099696,3726403658,3647379019,79024639,0.021206677067940986,1.305459656581103,2375052139,2158487263,216564876,0.09118320917838174,3.577576718199107,79024639,69550734,9473905,0.11988545749636388,0.15650562817227162,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,82.95,17.05,100.0,97.88,2.12,100.0,86.1,13.9,100.0,90.88,9.12,100.0,88.01,11.99,100.0,90.79,9.21
444.namd,Random,2048,16,256,0.484849,0.48484872476847113,1.8817477265978864,0.04769621160584298,39.45277126301923,0.13528749184513575,60533954892,124851220184,32,4,32,1,10,200,17653016132,15264783856,2388232276,2388232276,2274322644,113909632,113909632,1.8817477265978864,13926612474,11608694326,2317918148,0.1664380445946485,38.291206185610214,3726403658,3656089530,70314128,0.018869165676414758,1.1615650774090183,2317918148,2208530271,109387877,0.0471922949886667,1.8070498977831762,70314128,65792373,4521755,0.06430791547326023,0.07469782881471013,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,83.36,16.64,100.0,98.11,1.89,100.0,86.47,13.53,100.0,95.28,4.72,100.0,93.57,6.43,100.0,95.23,4.77
444.namd,SRRIP,512,16,256,0.464632,0.4646319187049555,2.8577535584555376,0.09886065179875415,28.906885666432068,0.09912459717453115,60533954892,130283677154,32,4,32,1,10,200,17653016132,15903168019,1749848113,1749848113,1576856988,172991125,172991125,2.8577535584555376,13926612474,12193510214,1733102260,0.12444535691903393,28.630249966189503,3726403658,3709657805,16745853,0.004493837634591545,0.2766357002425607,1733102260,1563545636,169556624,0.09783417165470663,2.8010167897093425,16745853,13311352,3434501,0.20509561382152344,0.056736768746194946,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,87.56,12.44,100.0,99.55,0.45,100.0,90.09,9.91,100.0,90.22,9.78,100.0,79.49,20.51,100.0,90.11,9.89
444.namd,SRRIP,1024,8,256,0.600739,0.600739017277825,0.4686417974805645,0.016781180389451728,27.92662891432489,0.09576320016229221,60533956110,100765814054,32,4,32,1,10,200,17653016254,15962506925,1690509329,1690509329,1662140587,28368742,28368742,0.4686417974805645,13926612596,12248282474,1678330122,0.12051244410159365,27.725432630740382,3726403658,3714224451,12179207,0.0032683541875162037,0.2011962835845126,1678330122,1651347335,26982787,0.016077163036224168,0.4457463006542627,12179207,10793252,1385955,0.11379681780595403,0.022895496826301844,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,87.95,12.05,100.0,99.67,0.33,100.0,90.42,9.58,100.0,98.39,1.61,100.0,88.62,11.38,100.0,98.32,1.68
444.namd,SRRIP,1024,16,256,0.567023,0.5670228818146547,0.9409721862555516,0.03315838080032726,28.378110255801896,0.09731137434399266,60533956085,106757519011,32,4,32,1,10,200,17653016326,15935177046,1717839280,1717839280,1660878511,56960769,56960769,0.9409721862555516,13926612668,12225499416,1701113252,0.12214838543680821,28.101802063148604,3726403658,3709677630,16726028,0.004488517491681788,0.27630819265329043,1701113252,1646813710,54299542,0.03192000411269502,0.8970096374298449,16726028,14064801,2661227,0.15910693202235462,0.04396254882570674,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,87.79,12.21,100.0,99.55,0.45,100.0,90.27,9.73,100.0,96.81,3.19,100.0,84.09,15.91,100.0,96.68,3.32
444.namd,SRRIP,2048,16,256,0.605571,0.6055712896698949,0.3796903669564721,0.013380052631069603,28.377344800184062,0.09730874952344391,60533956087,99961733853,32,4,32,1,10,200,17653016326,15935223382,1717792944,1717792944,1694808784,22984160,22984160,0.3796903669564721,13926612668,12219644696,1706967972,0.1225687834287372,28.198520009938367,3726403658,3715578686,10824972,0.002904938110169706,0.1788247902456969,1706967972,1685158795,21809177,0.012776558996855038,0.3602800545309749,10824972,9649989,1174983,0.10854374496303547,0.019410312425497234,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/444.namd/444.namd.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,87.74,12.26,100.0,99.71,0.29,100.0,90.27,9.73,100.0,98.72,1.28,100.0,89.15,10.85,100.0,98.66,1.34
450.soplex,LFU,512,16,256,0.224407,0.22440685781988784,12.599360462549624,0.21664647026996897,58.15631543338428,0.16393302585323952,7440053428,33154305088,32,4,32,1,10,200,2639407720,2206721626,432686094,432686094,338946179,93739915,93739915,12.599360462549624,2176916383,1772678063,404238320,0.185693085484028,54.33271735370661,462491337,434043563,28447774,0.0615098526699539,3.8235980796776614,404238320,316243765,87994555,0.2176798948699371,11.827140201552865,28447774,22702414,5745360,0.20196167193960413,0.7722202609967601,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,81.43,18.57,100.0,93.85,6.15,100.0,83.61,16.39,100.0,78.23,21.77,100.0,79.8,20.2,100.0,78.34,21.66
450.soplex,LFU,1024,8,256,0.26773,0.2677296730163224,9.038780492254503,0.15786352956245012,57.256926392734684,0.16138464604330385,7440804106,27792227967,32,4,32,1,10,200,2639889131,2213851558,426037573,426037573,358781778,67255795,67255795,9.038780492254503,2177117199,1778256963,398860236,0.1832056795946519,53.60445327116908,462771932,435594595,27177337,0.0587272803744718,3.6524731215656066,398860236,335454532,63405704,0.1589672227943023,8.521351065924701,27177337,23327246,3850091,0.1416654987204964,0.5174294263297999,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,81.68,18.32,100.0,94.13,5.87,100.0,83.86,16.14,100.0,84.1,15.9,100.0,85.83,14.17,100.0,84.21,15.79
450.soplex,LFU,1024,16,256,0.246891,0.24689054147336248,10.58217478743546,0.1826509806785575,57.93658894204757,0.16339631608890054,7447472243,30165077198,32,4,32,1,10,200,2640702975,2209221837,431481138,431481138,352670685,78810453,78810453,10.58217478743546,2178270048,1774582106,403687942,0.1853250208212935,54.204692388002236,462432927,434639731,27793196,0.06010211292761166,3.7318965540453375,403687942,329550202,74137740,0.18365111336419357,9.954752106620237,27793196,23120483,4672713,0.1681243495710245,0.62742268081522,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,81.47,18.53,100.0,93.99,6.01,100.0,83.66,16.34,100.0,81.63,18.37,100.0,83.19,16.81,100.0,81.73,18.27
450.soplex,LFU,2048,16,256,0.270113,0.27011267255479227,8.870259117958533,0.1547351009688957,57.32544886335518,0.1615472779186959,7435136688,27526056507,32,4,32,1,10,200,2638376539,2212153991,426222548,426222548,360270959,65951589,65951589,8.870259117958533,2175943612,1776838789,399104823,0.18341689591540758,53.67820925796005,462432927,435315202,27117725,0.058641423256609926,3.6472396053951335,399104823,336884482,62220341,0.15589974716993085,8.36841925185061,27117725,23386477,3731248,0.13759443316133635,0.5018398661079194,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,81.66,18.34,100.0,94.14,5.86,100.0,83.85,16.15,100.0,84.41,15.59,100.0,86.24,13.76,100.0,84.53,15.47
450.soplex,LIP,512,16,256,0.220912,0.22091204458473354,12.897797978429391,0.21776777684610424,59.227302428422284,0.16690525541860748,7435757496,33659357551,32,4,32,1,10,200,2638621875,2198222017,440399858,440399858,344494960,95904898,95904898,12.897797978429391,2176179198,1765163067,411016131,0.18887053574344478,55.27562339426783,462442677,433058950,29383727,0.06354025798531567,3.9516790341544517,411016131,321266548,89749583,0.21836024484401562,12.069998658277921,29383727,23228412,6155315,0.20948040389838907,0.8277993201514704,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,81.11,18.89,100.0,93.65,6.35,100.0,83.31,16.69,100.0,78.16,21.84,100.0,79.05,20.95,100.0,78.22,21.78
450.soplex,LIP,1024,8,256,0.266151,0.2661511224825196,9.153506126765743,0.16012145674437175,57.166018301838164,0.16107528783892694,7433576933,27929910134,32,4,32,1,10,200,2638194851,2213246856,424947995,424947995,356904703,68043292,68043292,9.153506126765743,2175761924,1777900498,397861426,0.18286073563993485,53.52220466485889,462432927,435346358,27086569,0.05857404916151224,3.6438136369792784,397861426,333736031,64125395,0.1611752002316505,8.62645205369801,27086569,23168672,3917897,0.14464353163370378,0.5270540730677336,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,81.71,18.29,100.0,94.14,5.86,100.0,83.89,16.11,100.0,83.88,16.12,100.0,85.54,14.46,100.0,83.99,16.01
450.soplex,LIP,1024,16,256,0.24818,0.24818040017915804,10.498154243142794,0.18246455159146527,57.53530837402307,0.16237173894211432,7457136863,30047243286,32,4,32,1,10,200,2642385133,2213336464,429048669,429048669,350762496,78286173,78286173,10.498154243142794,2179952206,1778534320,401417886,0.18414068202741138,53.83002798188016,462432927,434802144,27630783,0.059750898750339204,3.7052803921429116,401417886,327735418,73682468,0.1835555180020055,9.880798670276464,27630783,23027078,4603705,0.16661507565674125,0.617355572866331,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,81.59,18.41,100.0,94.02,5.98,100.0,83.76,16.24,100.0,81.64,18.36,100.0,83.34,16.66,100.0,81.75,18.25
450.soplex,LIP,2048,16,256,0.272003,0.27200348663565094,8.71898109283883,0.15084561444959155,57.80069327605459,0.16299318325684772,7448518618,27383908604,32,4,32,1,10,200,2641395986,2210866446,430529540,430529540,365586047,64943493,64943493,8.71898109283883,2178624054,1775287638,403336416,0.18513355494238015,54.149883578904145,462771932,435578808,27193124,0.058761394370823686,3.6508096971504407,403336416,341935417,61400999,0.15223271830729015,8.243383973239872,27193124,23650630,3542494,0.13027168191488406,0.47559711959895645,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,81.49,18.51,100.0,94.12,5.88,100.0,83.7,16.3,100.0,84.78,15.22,100.0,86.97,13.03,100.0,84.92,15.08
450.soplex,LRU,512,16,256,0.30232,0.30232007704944897,7.164838722134501,0.1378035642965768,51.99313064729259,0.14651999650202746,7435076080,24593391721,32,4,32,1,10,200,2638362621,2251789739,386572882,386572882,333301761,53271121,53271121,7.164838722134501,2175871284,1814329708,361541576,0.16615945008261804,48.626479690306006,462491337,437460031,25031306,0.054122756465814624,3.366650956986576,361541576,311658599,49882977,0.13797300313809552,6.709141434905129,25031306,21643162,3388144,0.13535626147513038,0.4556972872293729,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,83.38,16.62,100.0,94.59,5.41,100.0,85.35,14.65,100.0,86.2,13.8,100.0,86.46,13.54,100.0,86.22,13.78
450.soplex,LRU,1024,8,256,0.320561,0.3205609479790032,6.225072325171159,0.11977790588091058,51.97179128645352,0.1464822672183033,7440051871,23209476756,32,4,32,1,10,200,2639724455,2253051632,386672823,386672823,340357962,46314861,46314861,6.225072325171159,2176952523,1815309530,361642993,0.16612350943769297,48.607590278989875,462771932,437742102,25029830,0.05408675044708632,3.364201007463648,361642993,318508836,43134157,0.11927275748434037,5.797561327244139,25029830,21849126,3180704,0.1270765322816815,0.4275109979270197,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_08_256.out,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,88.07,11.93,100.0,87.29,12.71,100.0,88.02,11.98
450.soplex,LRU,1024,16,256,0.320602,0.3206020642398864,6.222440448316838,0.11970572764111849,51.981142180363406,0.14649508143056564,7438943351,23203042590,32,4,32,1,10,200,2639575119,2252890347,386684772,386684772,340396390,46288382,46288382,6.222440448316838,2176803187,1815146683,361656504,0.1661411128759065,48.616649829895984,462771932,437743664,25028268,0.054083375134341555,3.364492350467423,361656504,318566344,43090160,0.11914664750505911,5.792510840159508,25028268,21830046,3198222,0.1277843916326931,0.4299296081573293,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,83.39,16.61,100.0,94.59,5.41,100.0,85.35,14.65,100.0,88.09,11.91,100.0,87.22,12.78,100.0,88.03,11.97
450.soplex,LRU,2048,16,256,0.334472,0.33447237255773854,5.58542661547222,0.10775753761530726,51.83327996424813,0.146270699229014,7456514044,22293363087,32,4,32,1,10,200,2642330843,2255835263,386495580,386495580,344847768,41647812,41647812,5.58542661547222,2179897916,1818425829,361472087,0.16582064891519444,48.47735615691143,462432927,437409434,25023493,0.054112697299342614,3.355923807336693,361472087,322617468,38854619,0.1074899567556374,5.210828916934044,25023493,22230300,2793193,0.11162282579814096,0.37459769853817765,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_LRU_2048_16_256.out,100.0,83.42,16.58,100.0,94.59,5.41,100.0,85.37,14.63,100.0,89.25,10.75,100.0,88.84,11.16,100.0,89.22,10.78
450.soplex,MRU,512,16,256,0.186216,0.18621596337895763,16.83378835211665,0.25944151855284253,64.88471253951582,0.18302951643961118,7450228337,40008537409,32,4,32,1,10,200,2641136432,2157730508,483405924,483405924,357990357,125415567,125415567,16.83378835211665,2178632300,1730662908,447969392,0.20561954947606348,60.128276844248354,462504132,427067600,35436532,0.07661884413175361,4.75643569526747,447969392,331356408,116612984,0.2603146243527281,15.652269799687348,35436532,26633949,8802583,0.24840418921354945,1.1815185524293013,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,79.44,20.56,100.0,92.34,7.66,100.0,81.7,18.3,100.0,73.97,26.03,100.0,75.16,24.84,100.0,74.06,25.94
450.soplex,MRU,1024,8,256,0.240145,0.2401452020323765,10.61851336092995,0.1548512700454708,68.57233626699936,0.19331328200285575,7440329669,30982628868,32,4,32,1,10,200,2639243319,2129042531,510200788,510200788,431195548,79005240,79005240,10.61851336092995,2176751982,1697154527,479597455,0.2203271015558446,64.45916731327567,462491337,431888004,30603333,0.0661706080777898,4.113168953723682,479597455,405348140,74249315,0.15481590701935646,9.979304453317228,30603333,25847408,4755925,0.15540545861458946,0.63920890761272,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,77.97,22.03,100.0,93.38,6.62,100.0,80.67,19.33,100.0,84.52,15.48,100.0,84.46,15.54,100.0,84.51,15.49
450.soplex,MRU,1024,16,256,0.218071,0.21807059699235384,13.050810486537424,0.21028199181661275,62.06337677226805,0.1748879556378471,7434420958,34091808160,32,4,32,1,10,200,2638290712,2176885443,461405269,461405269,364380050,97025219,97025219,13.050810486537424,2175848035,1745135655,430712380,0.19795149894280187,57.93489263431079,462442677,431749788,30692889,0.06637122940104423,4.128484137957257,430712380,339986221,90726159,0.21064209716934534,12.203527283772084,30692889,24393829,6299060,0.20522864432865867,0.847283202765339,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,80.2,19.8,100.0,93.36,6.64,100.0,82.51,17.49,100.0,78.94,21.06,100.0,79.48,20.52,100.0,78.97,21.03
450.soplex,MRU,2048,16,256,0.247401,0.24740140180066056,10.405564708898398,0.17157678009294608,60.64669533524014,0.17110838341959403,7455949405,30137053997,32,4,32,1,10,200,2642644872,2190466180,452178692,452178692,374595328,77583364,77583364,10.405564708898398,2179872940,1757758381,422114559,0.19364181794926083,56.61446129408117,462771932,432707799,30064133,0.06496533372296226,4.032234041158975,422114559,349332238,72782321,0.17242314781187162,9.761643627998842,30064133,25263090,4801043,0.1596933794831203,0.6439210808995558,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,80.64,19.36,100.0,93.5,6.5,100.0,82.89,17.11,100.0,82.76,17.24,100.0,84.03,15.97,100.0,82.84,17.16
450.soplex,Random,512,16,256,0.181327,0.18132687668026393,17.53808879067215,0.2685915306904594,65.29650709978665,0.18428712468662634,7457636551,41128136587,32,4,32,1,10,200,2642385456,2155427838,486957618,486957618,356164926,130792692,130792692,17.53808879067215,2179613524,1725235742,454377782,0.2084671328181757,60.92785279795811,462771932,430192096,32579836,0.07040149530935684,4.368654301828553,454377782,332139204,122238578,0.2690241091057573,16.3910613186974,32579836,24025722,8554114,0.26255853467156803,1.1470274719747466,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/450.soplex/450.soplex.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,79.15,20.85,100.0,92.96,7.04,100.0,81.57,18.43,100.0,73.1,26.9,100.0,73.74,26.26,100.0,73.14,26.86
