benchmark,replacement_policy,l2_size_kb,l2_assoc,l2_block_b,ipc_reported,ipc_computed,l2_total_mpki,l2_total_miss_rate,l1_total_mpki,l1_total_miss_rate,total_instructions,total_cycles,l1_size_kb,l1_assoc,l1_block_b,l1_latency,l2_latency,mem_latency,l1_total_accesses,l1_total_hits,l1_total_misses,l2_total_accesses,l2_total_hits,l2_total_misses,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_from_file,l2_assoc_from_file,l2_block_b_from_file,policy_printed_l1,policy_printed_l2,file,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
403.gcc,SRRIP,512,16,256,0.324934,0.324933977328583,6.765832821775398,0.20023863776464515,33.788847633530985,0.08742416429356603,3184033299,9799016173,32,4,32,1,10,200,1230607314,1123022498,107584816,107584816,86042179,21542637,21542637,6.765832821775398,757359396,699539142,57820254,0.07634453907270201,18.159437597012392,473247918,423483356,49764562,0.10515537439723084,15.62941003651859,57820254,40351756,17468498,0.3021172822935022,5.486279934787831,49764562,45690423,4074139,0.0818682780730593,1.2795528869875679,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/403.gcc/403.gcc.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,92.37,7.63,100.0,89.48,10.52,100.0,91.26,8.74,100.0,69.79,30.21,100.0,91.81,8.19,100.0,79.98,20.02
403.gcc,SRRIP,1024,8,256,0.401684,0.4016835395598967,3.8794703260136996,0.1185880523207598,32.713837946510964,0.08464352876728698,3184105551,7926900750,32,4,32,1,10,200,1230623469,1126459156,104164313,104164313,91811670,12352643,12352643,3.8794703260136996,757380009,702859755,54520254,0.07198533543549075,17.12262772912078,473243460,423599401,49644059,0.10490173282056554,15.591210217390184,54520254,43567962,10952292,0.20088483080067823,3.439676174227429,49644059,48243708,1400351,0.028207826439010555,0.43979415178627035,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/403.gcc/403.gcc.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,92.8,7.2,100.0,89.51,10.49,100.0,91.54,8.46,100.0,79.91,20.09,100.0,97.18,2.82,100.0,88.14,11.86
403.gcc,SRRIP,1024,16,256,0.383973,0.3839725703453604,4.431416296110269,0.13364523469584158,33.15805689739385,0.0857930444691547,3184238640,8292880497,32,4,32,1,10,200,1230672797,1125089631,105583166,105583166,91472479,14110687,14110687,4.431416296110269,757410773,701929834,55480939,0.0732507920111139,17.42361213228667,473262024,423159797,50102227,0.1058657243962596,15.73444476510718,55480939,43249224,12231715,0.22046697875823623,3.841331125860592,50102227,48223255,1878972,0.03750276409868967,0.5900851702496771,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/403.gcc/403.gcc.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,92.67,7.33,100.0,89.41,10.59,100.0,91.42,8.58,100.0,77.95,22.05,100.0,96.25,3.75,100.0,86.64,13.36
403.gcc,SRRIP,2048,16,256,0.430237,0.4302367402011742,3.057555438370132,0.09370280268997225,32.63035203425501,0.08442804453687262,3184159763,7400948049,32,4,32,1,10,200,1230636746,1126736492,103900254,103900254,94164509,9735745,9735745,3.057555438370132,757391317,702354124,55037193,0.07266678632915988,17.2846832748574,473245429,424382368,48863061,0.10325099410521724,15.345668759397611,55037193,46281573,8755620,0.15908551150128605,2.7497426799184135,48863061,47882936,980125,0.020058608280803365,0.30781275845171846,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/403.gcc/403.gcc.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,92.73,7.27,100.0,89.67,10.33,100.0,91.56,8.44,100.0,84.09,15.91,100.0,97.99,2.01,100.0,90.63,9.37
429.mcf,LFU,512,16,256,0.0490899,0.04908988035875286,84.98534752344035,0.4423290727818333,192.13149836379182,0.42468186806148484,18199704597,370742492424,32,4,32,1,10,200,8233778687,4737042173,3496736514,3496736514,1950028294,1546708220,1546708220,84.98534752344035,6352980990,2956785848,3396195142,0.5345829221503778,186.60715748978814,1880797697,1780256325,100541372,0.05345677111385787,5.524340874003692,3396195142,1874288456,1521906686,0.4481210950392438,83.62260375648448,100541372,75739838,24801534,0.24667988417743095,1.3627437669558786,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,46.54,53.46,100.0,94.65,5.35,100.0,57.53,42.47,100.0,55.19,44.81,100.0,75.33,24.67,100.0,55.77,44.23
429.mcf,LFU,1024,8,256,0.0565663,0.05656629742218434,71.65001267190623,0.3779097120836133,189.5955842914498,0.41907655745569106,18199704597,321741132554,32,4,32,1,10,200,8233778687,4783195060,3450583627,3450583627,2146574562,1304009065,1304009065,71.65001267190623,6352980990,2997039270,3355941720,0.5282467750623633,184.39539510730225,1880797697,1786155790,94641907,0.05032008873200997,5.2001891841475585,3355941720,2066309382,1289632338,0.38428329381119286,70.86006979545043,94641907,80265180,14376727,0.1519065650272664,0.7899428764557985,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,47.18,52.82,100.0,94.97,5.03,100.0,58.09,41.91,100.0,61.57,38.43,100.0,84.81,15.19,100.0,62.21,37.79
429.mcf,LFU,1024,16,256,0.0518106,0.05181055592901115,79.84722445657397,0.42489366027376474,187.92284263579577,0.41537917801943464,18199704597,351274065114,32,4,32,1,10,200,8233778687,4813638464,3420140223,3420140223,1966944325,1453195898,1453195898,79.84722445657397,6352980990,3029892712,3323088278,0.5230754323412512,182.59023163198873,1880797697,1783745752,97051945,0.05160148013515991,5.332611003807052,3323088278,1890049245,1433039033,0.4312371243602575,78.73968642525215,97051945,76895080,20156865,0.20769150994346378,1.1075380313218168,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,47.69,52.31,100.0,94.84,5.16,100.0,58.46,41.54,100.0,56.88,43.12,100.0,79.23,20.77,100.0,57.51,42.49
429.mcf,LFU,2048,16,256,0.057179,0.05717900089795135,70.84005007490727,0.3791248280870429,186.8515191483138,0.4130111557855138,18199704597,318293504804,32,4,32,1,10,200,8233778687,4833136235,3400642452,3400642452,2111374467,1289267985,1289267985,70.84005007490727,6352980990,3040994390,3311986600,0.5213279569407306,181.9802394235531,1880797697,1792141845,88655852,0.04713736737417964,4.871279724760689,3311986600,2035655013,1276331587,0.3853673764863662,70.12924743901546,88655852,75719454,12936398,0.14591702305224025,0.7108026358918159,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LFU_2048_16_256.out,100.0,47.87,52.13,100.0,95.29,4.71,100.0,58.7,41.3,100.0,61.46,38.54,100.0,85.41,14.59,100.0,62.09,37.91
429.mcf,LIP,512,16,256,0.0493771,0.049377053951496816,84.44295976393644,0.4418050159624129,191.13173620265218,0.42247202289905317,18199704597,368586279264,32,4,32,1,10,200,8233778687,4755237549,3478541138,3478541138,1941704215,1536836923,1536836923,84.44295976393644,6352980990,2978402536,3374578454,0.5311803166595026,185.419408101616,1880797697,1776835013,103962684,0.05527584607628324,5.712328101036155,3374578454,1863007337,1511571117,0.44792887099966056,83.05470613238218,103962684,78696878,25265806,0.243027642495263,1.3882536315542595,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LIP_0512_16_256.out,100.0,46.88,53.12,100.0,94.47,5.53,100.0,57.75,42.25,100.0,55.21,44.79,100.0,75.7,24.3,100.0,55.82,44.18
429.mcf,LIP,1024,8,256,0.0566415,0.05664148522933639,71.730107927971,0.3863790455725868,185.64699289443087,0.4103487060363346,18199704597,321314042584,32,4,32,1,10,200,8233778687,4855058257,3378720430,3378720430,2073253655,1305466775,1305466775,71.730107927971,6352980990,3060248857,3292732133,0.5182971802029586,180.9222845047038,1880797697,1794809400,85988297,0.04571905693906217,4.724708389727058,3292732133,2000904540,1291827593,0.39232696156884744,70.98069015982502,85988297,72349115,13639182,0.15861672432005486,0.7494177681459869,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LIP_1024_08_256.out,100.0,48.17,51.83,100.0,95.43,4.57,100.0,58.97,41.03,100.0,60.77,39.23,100.0,84.14,15.86,100.0,61.36,38.64
429.mcf,LIP,1024,16,256,0.0517848,0.05178482100913865,79.91390526414048,0.4260974801357037,187.54841084413235,0.41455154489264695,18199704597,351448633834,32,4,32,1,10,200,8233778687,4820453012,3413325675,3413325675,1958916206,1454409469,1454409469,79.91390526414048,6352980990,3038848563,3314132427,0.5216657238887787,182.09814391967078,1880797697,1781604449,99193248,0.05273998801584028,5.450266924461554,3314132427,1881119903,1433012524,0.4323944668973845,78.73822986314924,99193248,77796303,21396945,0.21570969225647293,1.1756754009912351,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LIP_1024_16_256.out,100.0,47.83,52.17,100.0,94.73,5.27,100.0,58.54,41.46,100.0,56.76,43.24,100.0,78.43,21.57,100.0,57.39,42.61
429.mcf,LIP,2048,16,256,0.0569984,0.05699836981143251,71.11934092674,0.38070812427247186,186.80804635479768,0.4129150647888916,18199704597,319302195084,32,4,32,1,10,200,8233778687,4833927427,3399851260,3399851260,2105500264,1294350996,1294350996,71.11934092674,6352980990,3047529434,3305451556,0.5202992990539391,181.6211652437954,1880797697,1786397993,94399704,0.050191311989893406,5.1868811110022435,3305451556,2025179241,1280272315,0.3873214576919366,70.34577446993492,94399704,80321023,14078681,0.14913903755460928,0.7735664568050572,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LIP_2048_16_256.out,100.0,47.97,52.03,100.0,94.98,5.02,100.0,58.71,41.29,100.0,61.27,38.73,100.0,85.09,14.91,100.0,61.93,38.07
429.mcf,LRU,512,16,256,0.0762941,0.07629409446108522,49.551149920787914,0.2840369825130493,174.4531626916274,0.3856061897817196,18199704597,238546701754,32,4,32,1,10,200,8233778687,5058782660,3174996027,3174996027,2273179736,901816291,901816291,49.551149920787914,6352980990,3249305762,3103675228,0.4885384094310032,170.53437386624412,1880797697,1809476898,71320799,0.037920505280159326,3.918788825383263,3103675228,2211006001,892669227,0.28761682889586154,49.048555829150416,71320799,62173735,9147064,0.12825240502423424,0.5025940916374974,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LRU_0512_16_256.out,100.0,51.15,48.85,100.0,96.21,3.79,100.0,61.44,38.56,100.0,71.24,28.76,100.0,87.17,12.83,100.0,71.6,28.4
429.mcf,LRU,1024,8,256,0.0865461,0.08654614564598802,41.78858101495591,0.23955839450337119,174.44006127018787,0.38557723078135486,18199704597,210289025134,32,4,32,1,10,200,8233778687,5059021102,3174757585,3174757585,2414217755,760539830,760539830,41.78858101495591,6352980990,3249890446,3103090544,0.4884463764151764,170.50224785030338,1880797697,1809130656,71667041,0.03810459844475235,3.9378134198844874,3103090544,2351312923,751777621,0.24226738161205263,41.307133145662235,71667041,62904832,8762209,0.12226274278576675,0.48144786929367767,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LRU_1024_08_256.out,100.0,51.16,48.84,100.0,96.19,3.81,100.0,61.44,38.56,100.0,75.77,24.23,100.0,87.77,12.23,100.0,76.04,23.96
429.mcf,LRU,1024,16,256,0.0865808,0.08658084419694975,41.765557509394775,0.2394299707142859,174.43746655774362,0.3855714955045403,18199704597,210204748704,32,4,32,1,10,200,8233778687,5059068325,3174710362,3174710362,2414589553,760120809,760120809,41.765557509394775,6352980990,3249943063,3103037927,0.4884380941615253,170.49935675942223,1880797697,1809125262,71672435,0.038107466376805114,3.93810979832136,3103037927,2351688131,751349796,0.2421336166929809,41.28362589598574,71672435,62901422,8771013,0.12237637803152634,0.48193161340903273,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LRU_1024_16_256.out,100.0,51.16,48.84,100.0,96.19,3.81,100.0,61.44,38.56,100.0,75.79,24.21,100.0,87.76,12.24,100.0,76.06,23.94
429.mcf,LRU,2048,16,256,0.103193,0.10319257413087793,32.46937178845244,0.18614208513838568,174.43326566538337,0.3855622099744202,18199704597,176366417354,32,4,32,1,10,200,8233778687,5059144780,3174633907,3174633907,2583700932,590932975,590932975,32.46937178845244,6352980990,3250116527,3102864463,0.48841078981412156,170.48982561571188,1880797697,1809028253,71769444,0.03815904502354354,3.943440049671483,3102864463,2520251683,582612780,0.1877661067530812,32.01221079687396,71769444,63449249,8320195,0.11592948943564339,0.4571609915784832,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_LRU_2048_16_256.out,100.0,51.16,48.84,100.0,96.18,3.82,100.0,61.44,38.56,100.0,81.22,18.78,100.0,88.41,11.59,100.0,81.39,18.61
429.mcf,MRU,512,16,256,0.0490201,0.049020140411720106,84.983940962149,0.43568607168290724,195.0577410792246,0.431149949731458,18199704597,371269940154,32,4,32,1,10,200,8233778687,4683785420,3549993267,3549993267,2003310646,1546682621,1546682621,84.983940962149,6352980990,2917388240,3435592750,0.5407843586196532,188.77189636178576,1880797697,1766397180,114400517,0.06082553013674814,6.2858447174388505,3435592750,1916915247,1518677503,0.4420423529535042,83.44517323925882,114400517,86395399,28005118,0.24479887621486884,1.5387677228902004,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_MRU_0512_16_256.out,100.0,45.92,54.08,100.0,93.92,6.08,100.0,56.89,43.11,100.0,55.8,44.2,100.0,75.52,24.48,100.0,56.43,43.57
429.mcf,MRU,1024,8,256,0.0547347,0.05473472053502207,74.52064970458707,0.3894679516422811,191.33961957679352,0.42293152225455244,18199704597,332507491024,32,4,32,1,10,200,8233778687,4751454133,3482324554,3482324554,2126070743,1356253811,1356253811,74.52064970458707,6352980990,2977716578,3375264412,0.5312882908532046,185.45709871336985,1880797697,1773737555,107060142,0.05692273133403353,5.88252086342366,3375264412,2035736802,1339527610,0.39686597744390284,73.6016127547919,107060142,90333941,16726201,0.15623182154942405,0.9190369497951693,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_MRU_1024_08_256.out,100.0,46.87,53.13,100.0,94.31,5.69,100.0,57.71,42.29,100.0,60.31,39.69,100.0,84.38,15.62,100.0,61.05,38.95
429.mcf,MRU,1024,16,256,0.0514756,0.05147559754845546,80.24478799731368,0.41678883888013424,192.5310385300206,0.42556500000811837,18199704597,353559850954,32,4,32,1,10,200,8233778687,4729770660,3504008027,3504008027,2043576590,1460431437,1460431437,80.24478799731368,6352980990,2957036052,3395944938,0.5345435384342304,186.59340979412272,1880797697,1772734608,108063089,0.05745598751655639,5.937628735897883,3395944938,1956757934,1439187004,0.42379574176711815,79.07749251255608,108063089,86818656,21244433,0.19659287178066878,1.167295484757587,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_MRU_1024_16_256.out,100.0,46.55,53.45,100.0,94.25,5.75,100.0,57.44,42.56,100.0,57.62,42.38,100.0,80.34,19.66,100.0,58.32,41.68
429.mcf,MRU,2048,16,256,0.0550384,0.05503843680898995,73.99431302978307,0.38582002934857906,191.7845300948101,0.42391493950534453,18199704597,330672629024,32,4,32,1,10,200,8233778687,4743356893,3490421794,3490421794,2143747155,1346674639,1346674639,73.99431302978307,6352980990,2970983416,3381997574,0.532348133785302,185.82705867420952,1880797697,1772373477,108424220,0.05764799700305035,5.957471420600553,3381997574,2051846435,1330151139,0.39330339833058675,73.08641367834394,108424220,91900720,16523500,0.1523967615353839,0.9078993514391271,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_MRU_2048_16_256.out,100.0,46.77,53.23,100.0,94.24,5.76,100.0,57.61,42.39,100.0,60.67,39.33,100.0,84.76,15.24,100.0,61.42,38.58
429.mcf,Random,512,16,256,0.0490214,0.04902141013206963,84.96032931517367,0.4346305205682928,195.47713585342652,0.4320769677252803,18199704597,371260323764,32,4,32,1,10,200,8233778687,4676152559,3557626128,3557626128,2011373232,1546252896,1546252896,84.96032931517367,6352980990,2910909973,3442071017,0.5418040794420825,189.12785087552376,1880797697,1765242586,115555111,0.061439415405664444,6.349284977902765,3442071017,1923703236,1518367781,0.4411204107936626,83.4281552707336,115555111,87669996,27885115,0.2413144235567391,1.5321740444400687,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_Random_0512_16_256.out,100.0,45.82,54.18,100.0,93.86,6.14,100.0,56.79,43.21,100.0,55.89,44.11,100.0,75.87,24.13,100.0,56.54,43.46
429.mcf,Random,1024,8,256,0.0546987,0.05469868346724601,74.57333055964656,0.38943785942513165,191.48967866074426,0.4232632084831745,18199704597,332726556534,32,4,32,1,10,200,8233778687,4748723102,3485055585,3485055585,2127842998,1357212587,1357212587,74.57333055964656,6352980990,2974845811,3378135179,0.5317401680120564,185.61483572413832,1880797697,1773877291,106920406,0.05684843519882298,5.874842936605934,3378135179,2037684305,1340450874,0.39680202329759995,73.65234236938973,106920406,90158693,16761713,0.15676813834769762,0.9209881902568333,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_Random_1024_08_256.out,100.0,46.83,53.17,100.0,94.32,5.68,100.0,57.67,42.33,100.0,60.32,39.68,100.0,84.32,15.68,100.0,61.06,38.94
429.mcf,Random,1024,16,256,0.0514598,0.051459825671418755,80.25311752811413,0.4159057733162162,192.95985455603932,0.42651284246255816,18199704597,353668213204,32,4,32,1,10,200,8233778687,4721966335,3511812352,3511812352,2051229320,1460583032,1460583032,80.25311752811413,6352980990,2951668082,3401312908,0.5353884913796979,186.8883579880008,1880797697,1770298253,110499444,0.058751371386861075,6.071496568038499,3401312908,1961980217,1439332691,0.4231697376664882,79.08549742270303,110499444,89249103,21250341,0.1923117459305949,1.1676201054110988,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_Random_1024_16_256.out,100.0,46.46,53.54,100.0,94.12,5.88,100.0,57.35,42.65,100.0,57.68,42.32,100.0,80.77,19.23,100.0,58.41,41.59
429.mcf,Random,2048,16,256,0.0550432,0.05504317270309476,73.98694549261866,0.3857996694324446,191.7755543996756,0.4238950998902407,18199704597,330644178074,32,4,32,1,10,200,8233778687,4743520248,3490258439,3490258439,2143717887,1346540552,1346540552,73.98694549261866,6352980990,2970144469,3382836521,0.5324801894299388,185.87315541141365,1880797697,1773375779,107421918,0.05711508376012223,5.9023989882619965,3382836521,2052789954,1330046567,0.39317494615637677,73.08066787079841,107421918,90927933,16493985,0.15354394435593674,0.9062776218202373,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_Random_2048_16_256.out,100.0,46.75,53.25,100.0,94.29,5.71,100.0,57.61,42.39,100.0,60.68,39.32,100.0,84.65,15.35,100.0,61.42,38.58
429.mcf,SRRIP,512,16,256,0.0493477,0.049347745452717834,84.49878567004305,0.4418975635164855,191.21803930672888,0.4226627847666851,18199704597,368805189174,32,4,32,1,10,200,8233778687,4753666858,3480111829,3480111829,1942258891,1537852938,1537852938,84.49878567004305,6352980990,2980050177,3372930813,0.5309209673866819,185.32887690693545,1880797697,1773616681,107181016,0.05698699874577739,5.8891623997934275,3372930813,1862920631,1510010182,0.44768489652384696,82.96893908096216,107181016,79338260,27842756,0.2597732046130259,1.5298465890808766,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_SRRIP_0512_16_256.out,100.0,46.91,53.09,100.0,94.3,5.7,100.0,57.73,42.27,100.0,55.23,44.77,100.0,74.02,25.98,100.0,55.81,44.19
429.mcf,SRRIP,1024,8,256,0.0562944,0.05629440772093726,72.21465458382461,0.38650322677423965,186.84101342834558,0.41298793424808017,18199704597,323295071994,32,4,32,1,10,200,8233778687,4833327436,3400451251,3400451251,2086165870,1314285381,1314285381,72.21465458382461,6352980990,3048712120,3304268870,0.5201131366835713,181.55618144179485,1880797697,1784615316,96182381,0.05113914226576172,5.284831986550732,3304268870,2004664292,1299604578,0.3933107834532848,71.40800396365906,96182381,81501578,14680803,0.15263505485479717,0.8066506201655576,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_SRRIP_1024_08_256.out,100.0,47.99,52.01,100.0,94.89,5.11,100.0,58.7,41.3,100.0,60.67,39.33,100.0,84.74,15.26,100.0,61.35,38.65
429.mcf,SRRIP,1024,16,256,0.0518453,0.05184527103189797,79.7941453532923,0.42513334289735843,187.69204224133816,0.41486902354969746,18199704597,351038855324,32,4,32,1,10,200,8233778687,4817838963,3415939724,3415939724,1963709850,1452229874,1452229874,79.7941453532923,6352980990,3034147966,3318833024,0.5224056280388776,182.35642267221576,1880797697,1783690997,97106700,0.05163059278246235,5.335619569122394,3318833024,1887524228,1431308796,0.4312686976565411,78.64461691515223,97106700,76185622,20921078,0.2154442278442167,1.1495284381400668,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_SRRIP_1024_16_256.out,100.0,47.76,52.24,100.0,94.84,5.16,100.0,58.51,41.49,100.0,56.87,43.13,100.0,78.46,21.54,100.0,57.49,42.51
429.mcf,SRRIP,2048,16,256,0.0570456,0.057045648449970766,71.05603665749433,0.38075236514222155,186.62007951271144,0.4124995883557685,18199704597,319037561874,32,4,32,1,10,200,8233778687,4837348368,3396430319,3396430319,2103231442,1293198877,1293198877,71.05603665749433,6352980990,3048697726,3304283264,0.5201154023915945,181.55697233375264,1880797697,1788650642,92147055,0.04899360263306405,5.0631071789587905,3304283264,2024544225,1279739039,0.3872970132260428,70.31647311522569,92147055,78687217,13459838,0.1460691066035697,0.7395635422686305,2048,16,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/429.mcf/429.mcf.cslab_cache_stats_L2_SRRIP_2048_16_256.out,100.0,47.99,52.01,100.0,95.1,4.9,100.0,58.75,41.25,100.0,61.27,38.73,100.0,85.39,14.61,100.0,61.92,38.08
433.milc,LFU,512,16,256,0.237343,0.23734345829872505,12.325406887142762,0.30565603073654213,40.324435468988185,0.11688998776897101,38323372715,161467996589,32,4,32,1,10,200,13220707774,11675339404,1545368370,1545368370,1073017208,472351162,472351162,12.325406887142762,9656551853,8498566554,1157985299,0.11991705907323937,30.216163582772495,3564155921,3176772850,387383071,0.10868858702772785,10.108271886215691,1157985299,780977379,377007920,0.325572285179762,9.837545427008745,387383071,292039829,95343242,0.24612134380028186,2.4878614601340154,512,16,256,Sets:  256,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LFU_0512_16_256.out,100.0,88.01,11.99,100.0,89.13,10.87,100.0,88.31,11.69,100.0,67.44,32.56,100.0,75.39,24.61,100.0,69.43,30.57
433.milc,LFU,1024,8,256,0.276628,0.27662797424501995,9.479569783736869,0.2534158051774847,37.40717662459004,0.1084336176629873,38323372715,138537589409,32,4,32,1,10,200,13220707774,11787138602,1433569172,1433569172,1070280086,363289086,363289086,9.479569783736869,9656551853,8578655037,1077896816,0.11162336540088375,28.126355788568283,3564155921,3208483565,355672356,0.09979146925205465,9.280820836021764,1077896816,783114135,294782681,0.27347949880204486,7.691981684185648,355672356,287165951,68506405,0.19261099111115626,1.7875880995512219,1024,8,256,Sets:  256,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LFU_1024_08_256.out,100.0,88.84,11.16,100.0,90.02,9.98,100.0,89.16,10.84,100.0,72.65,27.35,100.0,80.74,19.26,100.0,74.66,25.34
433.milc,LFU,1024,16,256,0.261129,0.2611293769392112,10.496794971350422,0.2725147187469894,38.518268002602646,0.11165438085720447,38323372715,146760097099,32,4,32,1,10,200,13220707774,11744557833,1476149941,1476149941,1073877355,402272586,402272586,10.496794971350422,9656551853,8547838113,1108713740,0.11481466230159122,28.930484491675305,3564155921,3196719720,367436201,0.10309206699826644,9.587783510927347,1108713740,780547733,328166007,0.2959880401590405,8.563077405542488,367436201,293329622,74106579,0.20168556826549597,1.9337175658079342,1024,16,256,Sets:  256,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/replacment_policies/433.milc/433.milc.cslab_cache_stats_L2_LFU_1024_16_256.out,100.0,88.52,11.48,100.0,89.69,10.31,100.0,88.83,11.17,100.0,70.4,29.6,100.0,79.83,20.17,100.0,72.75,27.25
