benchmark,policy,file,l1_size_kb,l1_assoc,l1_block_b,l2_size_kb,l2_assoc,l2_block_b,l1_latency,l2_latency,mem_latency,total_instructions,total_cycles,ipc_reported,ipc_computed,l1_total_accesses,l1_total_hits,l1_total_misses,l1_total_miss_rate,l1_total_mpki,l2_total_accesses,l2_total_hits,l2_total_misses,l2_total_miss_rate,l2_total_mpki,mem_accesses,mem_mpki,l1_load_accesses,l1_load_hits,l1_load_misses,l1_load_miss_rate,l1_load_mpki,l1_store_accesses,l1_store_hits,l1_store_misses,l1_store_miss_rate,l1_store_mpki,l2_load_accesses,l2_load_hits,l2_load_misses,l2_load_miss_rate,l2_load_mpki,l2_store_accesses,l2_store_hits,l2_store_misses,l2_store_miss_rate,l2_store_mpki,l2_size_kb_filename,l2_assoc_filename,l2_block_b_filename,l1_load_accesses_pct,l1_load_hits_pct,l1_load_misses_pct,l1_store_accesses_pct,l1_store_hits_pct,l1_store_misses_pct,l1_total_accesses_pct,l1_total_hits_pct,l1_total_misses_pct,l2_load_accesses_pct,l2_load_hits_pct,l2_load_misses_pct,l2_store_accesses_pct,l2_store_hits_pct,l2_store_misses_pct,l2_total_accesses_pct,l2_total_hits_pct,l2_total_misses_pct
459.GemsFDTD,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_0512_16_256.out,32,4,32,512,16,256,1,15,250,108732414793,560595642429,0.193959,0.19395872276472623,44361263546,37983986990,6377276556,0.14375777528038944,58.65110756659621,6377276556,5129905293,1247371263,0.19559623172158383,11.471935626323491,1247371263,11.471935626323491,34765378125,28463866470,6301511655,0.18125825159567424,57.954306146851806,9595885421,9520120520,75764901,0.007895561240674386,0.6968014197444055,6301511655,5063546804,1237964851,0.19645521880733552,11.385425894907081,75764901,66358489,9406412,0.12415263368456061,0.08650973141640893,512,16,256,100.0,81.87,18.13,100.0,99.21,0.79,100.0,85.62,14.38,100.0,80.35,19.65,100.0,87.58,12.42,100.0,80.44,19.56
459.GemsFDTD,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_08_064.out,32,4,32,1024,8,64,1,15,250,108732414993,902934371734,0.120421,0.12042117167850161,44361263646,37985021623,6376242023,0.1437344543176677,58.64159297308435,6376242023,3759453772,2616788251,0.41039663199120696,24.066312250753047,2616788251,24.066312250753047,34765378129,28464938755,6300439374,0.18122740821692387,57.944444390438775,9595885517,9520082868,75802649,0.007899494931000228,0.6971485826455712,6300439374,3707514836,2592924538,0.41154662144678544,23.846840320496216,75802649,51938936,23863713,0.3148137078956172,0.21947193025682638,1024,8,64,100.0,81.88,18.12,100.0,99.21,0.79,100.0,85.63,14.37,100.0,58.85,41.15,100.0,68.52,31.48,100.0,58.96,41.04
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_08_128.out,32,4,32,1024,8,128,1,15,250,108732414705,624178612532,0.174201,0.17420080169668675,44361263502,37988714847,6372548655,0.14365119818358416,58.607625631135384,6372548655,4870561837,1501986818,0.2356964064639221,13.813606752641464,1501986818,13.813606752641464,34765378129,28468598049,6296780080,0.18112215137241547,57.910790421455125,9595885373,9520116798,75768575,0.007895944152604249,0.6968352096802631,6296780080,4807232919,1489547161,0.23655696118896374,13.699200602150373,75768575,63328918,12439657,0.1641796351587713,0.1144061504910915,1024,8,128,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,76.34,23.66,100.0,83.58,16.42,100.0,76.43,23.57
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_08_256.out,32,4,32,1024,8,256,1,15,250,108732414793,481968948464,0.2256,0.22560045650144536,44361263546,37987757271,6373506275,0.14367278489241073,58.61643270899117,6373506275,5440415571,933090704,0.1464014725552302,8.581532064530867,933090704,8.581532064530867,34765378125,28467674878,6297703247,0.18114870559889817,57.91928063944217,9595885421,9520082393,75803028,0.00789953450612382,0.6971520695489977,6297703247,5371282419,926420828,0.14710455409935577,8.52018995222059,75803028,69133152,6669876,0.08798957213160404,0.06134211231027856,1024,8,256,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,85.29,14.71,100.0,91.2,8.8,100.0,85.36,14.64
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_16_064.out,32,4,32,1024,16,64,1,15,250,108732414993,902916994389,0.120423,0.12042348927830154,44361263646,37988480846,6372782800,0.14365647585818098,58.609778881580695,6372782800,3755856505,2616926295,0.4106410617038447,24.06758182615987,2616926295,24.06758182615987,34765378129,28468501614,6296876515,0.18112492525278698,57.9116771701004,9595885517,9519979232,75906285,0.007910294976479762,0.6981017114803043,6296876515,3704043225,2592833290,0.41176498916939613,23.846001122727955,75906285,51813280,24093005,0.3174046128064362,0.22158070343191646,1024,16,64,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,58.82,41.18,100.0,68.26,31.74,100.0,58.94,41.06
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_16_128.out,32,4,32,1024,16,128,1,15,250,108732414705,624110923082,0.17422,0.1742196950632668,44361263502,37989477027,6371786475,0.143634016977734,58.60061594591807,6371786475,4870024684,1501761791,0.23568928382836307,13.811537204194384,1501761791,13.811537204194384,34765378129,28469490492,6295887637,0.18109648091956757,57.9025827218246,9595885373,9519986535,75898838,0.007909519033392896,0.6980332240934757,6295887637,4806735438,1489152199,0.2365277598425475,13.69556818029097,75898838,63289246,12609592,0.1661368254412538,0.11596902390341336,1024,16,128,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,76.35,23.65,100.0,83.39,16.61,100.0,76.43,23.57
459.GemsFDTD,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_1024_16_256.out,32,4,32,1024,16,256,1,15,250,108732414793,475169153769,0.228829,0.22882885795625418,44361263546,37989715684,6371547862,0.14362863797585662,58.5984214011054,6371547862,5465538832,906009030,0.1421960643823223,8.332464902254035,906009030,8.332464902254035,34765378125,28469634712,6295743413,0.18109233244532702,57.901256262776464,9595885421,9520080972,75804449,0.007899682590426378,0.6971651383289259,6295743413,5396504718,899238695,0.14283280559737768,8.270198879625099,75804449,69034114,6770335,0.08931316155335421,0.0622660226289379,1024,16,256,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,85.72,14.28,100.0,91.07,8.93,100.0,85.78,14.22
459.GemsFDTD,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_2048_16_064.out,32,4,32,2048,16,64,1,15,250,108732414793,889447579259,0.122247,0.12224713106036572,44361263546,37988637768,6372625778,0.1436529365623674,58.60833487540882,6372625778,3809567721,2563058057,0.40219811209507367,23.57216163992529,2563058057,23.57216163992529,34765378125,28468501508,6296876617,0.18112492820758008,57.91167821470458,9595885421,9520136260,75749161,0.00789392095431107,0.6966566607042428,6296876617,3753618074,2543258543,0.4038920718461967,23.390067698227284,75749161,55949647,19799514,0.26138261782199806,0.1820939416980065,2048,16,64,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.63,14.37,100.0,59.61,40.39,100.0,73.86,26.14,100.0,59.78,40.22
459.GemsFDTD,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_2048_16_128.out,32,4,32,2048,16,128,1,15,250,108732414793,619473020734,0.175524,0.17552405214381306,44361263546,37991111203,6370152343,0.14359717992240076,58.58558696711755,6370152343,4886844114,1483308229,0.23285286585492262,13.641821823086126,1483308229,13.641821823086126,34765378125,28471017161,6294360964,0.18105256733778155,57.88854203213391,9595885421,9520094042,75791379,0.007898320548319102,0.6970449349836321,6294360964,4821895646,1472465318,0.23393404452360225,13.542100769151636,75791379,64948468,10842911,0.14306259027164553,0.09972105393448916,2048,16,128,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,76.61,23.39,100.0,85.69,14.31,100.0,76.71,23.29
459.GemsFDTD,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/459.GemsFDTD/459.GemsFDTD.cslab_cache_stats_L2_LRU_2048_16_256.out,32,4,32,2048,16,256,1,15,250,108732414705,472661214802,0.230043,0.23004302299385515,44361263502,37988813929,6372449573,0.1436489646583827,58.60671438493278,6372449573,5476526401,895923172,0.14059321485979534,8.239706387747512,895923172,8.239706387747512,34765378129,28468687536,6296690593,0.1811195773460474,57.909967419406996,9595885373,9520126393,75758980,0.00789494424487015,0.696746965525785,6296690593,5406576320,890114273,0.14136223780624313,8.186282585694004,75758980,69950081,5808899,0.07667604553282001,0.053423802053509266,2048,16,256,100.0,81.89,18.11,100.0,99.21,0.79,100.0,85.64,14.36,100.0,85.86,14.14,100.0,92.33,7.67,100.0,85.94,14.06
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0256_04_064.out,32,4,32,256,4,64,1,15,250,96483397994,1248079635563,0.0773055,0.07730548215417121,31930115814,23584390697,8345725117,0.2613747211446303,86.49907953613942,8345725117,4367804137,3977920980,0.47664174463367964,41.2290721793129,3977920980,41.2290721793129,20293158830,18237285542,2055873288,0.10130868758395264,21.308052273696333,11636956984,5347105155,6289851829,0.5405065806849768,65.19102726244309,2055873288,1028123772,1027749516,0.49990897882613083,10.652086652917351,6289851829,3339680365,2950171464,0.46903671886163284,30.576985526395557,256,4,64,100.0,89.87,10.13,100.0,45.95,54.05,100.0,73.86,26.14,100.0,50.01,49.99,100.0,53.1,46.9,100.0,52.34,47.66
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0256_04_128.out,32,4,32,256,4,128,1,15,250,96483398504,751561570913,0.128377,0.12837723779143148,31930115984,23582152989,8347962995,0.2614448065012704,86.52227351479446,8347962995,6356248549,1991714446,0.23858688007995896,20.643079295319676,1991714446,20.643079295319676,20293159000,18236034478,2057124522,0.10137034465654164,21.321020547537156,11636956984,5346118511,6290838473,0.5405913660804506,65.20125296725732,2057124522,1540918003,516206519,0.2509359610851987,5.350210782413507,6290838473,4815330546,1475507927,0.23454869066068293,15.292868512906171,256,4,128,100.0,89.86,10.14,100.0,45.94,54.06,100.0,73.86,26.14,100.0,74.91,25.09,100.0,76.55,23.45,100.0,76.14,23.86
470.lbm,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0256_04_256.out,32,4,32,256,4,256,1,15,250,96483398504,503000350253,0.191816,0.19181576803171332,31930115984,23582108333,8348007651,0.2614462050555388,86.52273635089573,8348007651,7350540767,997466884,0.11948562168369771,10.338222942661448,997466884,10.338222942661448,20293159000,18235472521,2057686479,0.10139803659942742,21.326844938144387,11636956984,5346635812,6290321172,0.5405469127924724,65.19589141275135,2057686479,1797606528,260079951,0.12639435290763748,2.695592765518284,6290321172,5552934239,737386933,0.11722564124107335,7.642630177143164,256,4,256,100.0,89.86,10.14,100.0,45.95,54.05,100.0,73.86,26.14,100.0,87.36,12.64,100.0,88.28,11.72,100.0,88.05,11.95
470.lbm,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_04_064.out,32,4,32,512,4,64,1,15,250,96483398504,1247012084273,0.0773717,0.07737166280970662,31930115984,23587940765,8342175219,0.2612635426435725,86.46228624144237,8342175219,4368311453,3973863766,0.47635822332635663,41.187021058708375,3973863766,41.187021058708375,20293159000,18239141767,2054017233,0.10121722463220241,21.288815121026698,11636956984,5348798998,6288157986,0.5403610234742448,65.17347112041566,2054017233,1027777765,1026239468,0.49962553941240473,10.636435738293923,6288157986,3340533688,2947624298,0.4687579899491412,30.55058532041445,512,4,64,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,50.04,49.96,100.0,53.12,46.88,100.0,52.36,47.64
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_04_128.out,32,4,32,512,4,128,1,15,250,96483398504,750603799508,0.128541,0.12854104731050148,31930115984,23587528766,8342587218,0.26127644579119047,86.46655639575272,8342587218,6354381311,1988205907,0.23832006247537202,20.606715122266067,1988205907,20.606715122266067,20293159000,18239029024,2054129976,0.1012227803468154,21.289983643298385,11636956984,5348499742,6288457242,0.5403867394754649,65.17657275245433,2054129976,1540076850,514053126,0.2502534562106989,5.327891989404669,6288457242,4814304461,1474152781,0.2344220091303596,15.278823132861397,512,4,128,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,74.97,25.03,100.0,76.56,23.44,100.0,76.17,23.83
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_04_256.out,32,4,32,512,4,256,1,15,250,96483398504,502359404718,0.192061,0.1920605001078084,31930115984,23587083452,8343032532,0.2612903923111537,86.47117184262653,8343032532,7347830923,995201609,0.11928535639563535,10.314744551195934,995201609,10.314744551195934,20293159000,18238791224,2054367776,0.10123449858151705,21.29244831601605,11636956984,5348292228,6288664756,0.5404045718005551,65.17872352661048,2054367776,1796684148,257683628,0.12543208232253736,2.670756130022897,6288664756,5551146775,737517981,0.11727735689779549,7.643988421173037,512,4,256,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,87.46,12.54,100.0,88.27,11.73,100.0,88.07,11.93
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_08_064.out,32,4,32,512,8,64,1,15,250,96483398504,1246962025513,0.0773748,0.07737476886219269,31930115984,23588136399,8341979585,0.26125741570059186,86.46025859727732,8341979585,4368304316,3973675269,0.4763467985638807,41.18506738581829,3973675269,41.18506738581829,20293159000,18239146656,2054012344,0.1012169837135756,21.288764449096856,11636956984,5348989743,6287967241,0.5403446321616135,65.17149414818047,2054012344,1027790575,1026221769,0.49961811183740384,10.636252297409019,6287967241,3340513741,2947453500,0.46874504701319897,30.548815088409274,512,8,64,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.87,26.13,100.0,50.04,49.96,100.0,53.13,46.87,100.0,52.37,47.63
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_08_128.out,32,4,32,512,8,128,1,15,250,96483398504,750524672183,0.128555,0.1285545993089945,31930115984,23587964921,8342151063,0.26126278611641135,86.46203587712711,8342151063,6354235496,1987915567,0.23829771865640453,20.603705899907588,1987915567,20.603705899907588,20293159000,18239209944,2053949056,0.10121386502712565,21.28810850205331,11636956984,5348754977,6288202007,0.540364806336041,65.1739273750738,2053949056,1540060965,513888091,0.25019514943607246,5.326181487882553,6288202007,4814174531,1474027476,0.23441159720363927,15.277524412025038,512,8,128,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,74.98,25.02,100.0,76.56,23.44,100.0,76.17,23.83
470.lbm,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_08_256.out,32,4,32,512,8,256,1,15,250,96483398504,502227810918,0.192111,0.19211082382642702,31930115984,23587872872,8342243112,0.2612656689433966,86.46298991690418,8342243112,7347520513,994722599,0.1192392244681924,10.309779862892794,994722599,10.309779862892794,20293159000,18239192457,2053966543,0.10121472674609212,21.28828974566901,11636956984,5348680415,6288276569,0.5403712136812003,65.17470017123517,2053966543,1796512699,257453844,0.12534471161539265,2.668374538955803,6288276569,5551007814,737268755,0.11724496321211345,7.641405323936993,512,8,256,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,87.47,12.53,100.0,88.28,11.72,100.0,88.08,11.92
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_16_064.out,32,4,32,512,16,64,1,15,250,96483398504,1246938513963,0.0773762,0.07737622779599454,31930115984,23588256569,8341859415,0.2612536521690074,86.45901309803223,8341859415,4368270982,3973588433,0.4763432509848885,41.18416737606173,3973588433,41.18416737606173,20293159000,18239272679,2053886321,0.10121077359123831,21.287458286565744,11636956984,5348983890,6287973094,0.5403451351281544,65.17155481146648,2053886321,1027755789,1026130532,0.49960434592134373,10.635306673587568,6287973094,3340515193,2947457901,0.4687453106013561,30.548860702474162,512,16,64,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.87,26.13,100.0,50.04,49.96,100.0,53.13,46.87,100.0,52.37,47.63
470.lbm,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_16_128.out,32,4,32,512,16,128,1,15,250,96483398504,750492002418,0.12856,0.1285601954359826,31930115984,23588126122,8341989862,0.26125773755974213,86.4603651130112,8341989862,6354195302,1987794560,0.23828781776095617,20.60245172559495,1987794560,20.60245172559495,20293159000,18239317883,2053841117,0.10120854604253582,21.286989770730887,11636956984,5348808239,6288148745,0.5403602293662995,65.17337534228032,2053841117,1540060500,513780617,0.25015597007351176,5.325067576042107,6288148745,4814134802,1474013943,0.23441143057756977,15.277384149552843,512,16,128,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,74.98,25.02,100.0,76.56,23.44,100.0,76.17,23.83
470.lbm,Sets:  128,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_0512_16_256.out,32,4,32,512,16,256,1,15,250,96483398504,502132741958,0.192147,0.1921471962329638,31930115984,23588080936,8342035048,0.2612591527127602,86.46083344228548,8342035048,7347680241,994354807,0.11919810948749204,10.30596789103336,994354807,10.30596789103336,20293159000,18239331143,2053827857,0.10120789262036532,21.286852337761015,11636956984,5348749793,6288207191,0.5403652518133257,65.17398110452446,2053827857,1796502886,257324971,0.1252904278822429,2.6670388376642,6288207191,5551177355,737029836,0.11720826200747239,7.638929053369158,512,16,256,100.0,89.88,10.12,100.0,45.96,54.04,100.0,73.87,26.13,100.0,87.47,12.53,100.0,88.28,11.72,100.0,88.08,11.92
470.lbm,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_08_064.out,32,4,32,1024,8,64,1,15,250,96483398504,1246728090553,0.0773893,0.07738928739562106,31930115984,23589255063,8340860921,0.26122238093903444,86.44866422956903,8340860921,4368054272,3972806649,0.47630654516700577,41.17606459348854,3972806649,41.17606459348854,20293159000,18239852382,2053306618,0.10118220716646432,21.281449967943182,11636956984,5349402681,6287554303,0.5403091471116501,65.16721426162586,2053306618,1027637193,1025669425,0.499520829479935,10.630527540522714,6287554303,3340417079,2947137224,0.46872553014672547,30.54553705296583,1024,8,64,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,50.05,49.95,100.0,53.13,46.87,100.0,52.37,47.63
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_08_128.out,32,4,32,1024,8,128,1,15,250,96483398504,750284414958,0.128596,0.1285957652597662,31930115984,23589186086,8340929898,0.2612245411879992,86.44937914012432,8340929898,6353902090,1987027808,0.23822617289667575,20.594504741845533,1987027808,20.594504741845533,20293159000,18239852938,2053306062,0.10118217976806863,21.281444205293766,11636956984,5349333148,6287623836,0.5403151222991579,65.16793493483055,2053306062,1539899006,513407056,0.2500392247904443,5.321195811512746,6287623836,4814003084,1473620752,0.23436846580463913,15.273308930332783,1024,8,128,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,75.0,25.0,100.0,76.56,23.44,100.0,76.18,23.82
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_08_256.out,32,4,32,1024,8,256,1,15,250,96483398504,501981902323,0.192205,0.19220493419684642,31930115984,23589191495,8340924489,0.2612243717867981,86.44932307866625,8340924489,7347106407,993818082,0.11914963183165679,10.300405016919035,993818082,10.300405016919035,20293159000,18239831565,2053327435,0.10118323298013877,21.28166572526851,11636956984,5349359930,6287597054,0.5403128208383863,65.16765735339774,2053327435,1796370077,256957358,0.1251419299328653,2.6632287210462127,6287597054,5550736330,736860724,0.11719273955878408,7.637176295872821,1024,8,256,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.49,12.51,100.0,88.28,11.72,100.0,88.09,11.91
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_16_064.out,32,4,32,1024,16,64,1,15,250,96483398504,1246719048773,0.0773898,0.07738984865833032,31930115984,23589313265,8340802719,0.2612205581457809,86.44806099625738,8340802719,4368028745,3972773974,0.4763059513384949,41.17572593419061,3972773974,41.17572593419061,20293159000,18239845091,2053313909,0.10118256645010272,21.281525535347658,11636956984,5349468174,6287488810,0.5403035190939398,65.16653546090973,2053313909,1027637274,1025676635,0.4995225671556097,10.630602268404523,6287488810,3340391471,2947097339,0.4687240690293968,30.545123665786083,1024,16,64,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,50.05,49.95,100.0,53.13,46.87,100.0,52.37,47.63
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_16_128.out,32,4,32,1024,16,128,1,15,250,96483398504,750275340348,0.128597,0.12859732063064758,31930115984,23589290960,8340825024,0.261221256702592,86.44829217592503,8340825024,6353827222,1986997802,0.2382255707657919,20.594193745337684,1986997802,20.594193745337684,20293159000,18239865466,2053293534,0.10118156241716729,21.28131435912132,11636956984,5349425494,6287531490,0.5403071867194246,65.16697781680371,2053293534,1539893534,513400000,0.2500373139537681,5.321122679760451,6287531490,4813933688,1473597802,0.23436825793138094,15.273071065577232,1024,16,128,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,75.0,25.0,100.0,76.56,23.44,100.0,76.18,23.82
470.lbm,Sets:  256,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_1024_16_256.out,32,4,32,1024,16,256,1,15,250,96483398504,501994539053,0.1922,0.192200095813818,31930115984,23589299863,8340816121,0.26122097787491705,86.44819990098304,8340816121,7346940990,993875131,0.1191580196208476,10.300996299988293,993875131,10.300996299988293,20293159000,18239843416,2053315584,0.1011826489902336,21.28154289584725,11636956984,5349456447,6287500537,0.5403045268316169,65.1666570051358,2053315584,1796337405,256978179,0.12515279239218982,2.6634445198294525,6287500537,5550603585,736896952,0.11720030044746539,7.637551780158841,1024,16,256,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.48,12.52,100.0,88.28,11.72,100.0,88.08,11.92
470.lbm,Sets: 2048,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_2048_16_064.out,32,4,32,2048,16,64,1,15,250,96483398504,1246656503918,0.0773937,0.07739373131313346,31930115984,23589581422,8340534562,0.2612121598988051,86.44528168910031,8340534562,4367994678,3972539884,0.47629319853179936,41.173299713683974,3972539884,41.173299713683974,20293159000,18240017823,2053141177,0.10117405461613936,21.279735258443253,11636956984,5349563599,6287393385,0.5402953189261355,65.16554643065706,2053141177,1027597741,1025543436,0.49949971657501857,10.629221730383835,6287393385,3340396937,2946996448,0.468715136391931,30.544077983300138,2048,16,64,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,50.05,49.95,100.0,53.13,46.87,100.0,52.37,47.63
470.lbm,Sets: 1024,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_2048_16_128.out,32,4,32,2048,16,128,1,15,250,96483398504,750241432348,0.128603,0.12860313273027305,31930115984,23589589110,8340526874,0.26121191912298064,86.44520200699833,8340526874,6353646815,1986880059,0.23821996967526346,20.592973400679163,1986880059,20.592973400679163,20293159000,18240033210,2053125790,0.10117329638032206,21.279575780230022,11636956984,5349555900,6287401084,0.5402959805252125,65.1656262267683,2053125790,1539849120,513276670,0.24999767306025608,5.319844428766889,6287401084,4813797695,1473603389,0.23437400752911788,15.273128971912277,2048,16,128,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,75.0,25.0,100.0,76.56,23.44,100.0,76.18,23.82
470.lbm,Sets:  512,/home/ssm-user/advcomparch/advcomparch-ex2-helpcode/outputs/L2_cache/470.lbm/470.lbm.cslab_cache_stats_L2_LRU_2048_16_256.out,32,4,32,2048,16,256,1,15,250,96483398504,501942740543,0.19222,0.19221993010522392,31930115984,23588575897,8341540087,0.26124365132841665,86.45570343020387,8341540087,7347915588,993624499,0.11911763159281932,10.29839863029707,993624499,10.29839863029707,20293159000,18239030012,2054128988,0.1012227316604576,21.28997340319475,11636956984,5349545885,6287411099,0.5402968411453913,65.16573002700912,2054128988,1797318431,256810557,0.1250216313095524,2.6617072054043907,6287411099,5550597157,736813942,0.11718876504149518,7.636691424892679,2048,16,256,100.0,89.88,10.12,100.0,45.97,54.03,100.0,73.88,26.12,100.0,87.5,12.5,100.0,88.28,11.72,100.0,88.09,11.91
